index,best_match_index,best_match_score,column_scores
27,16.0,37.0,"{'konsert_namn': 43, 'lokal_namn': 19, 'konsert_biljettpris': 0, 'konserttyp_namn': 64, 'Producer': 29}"
28,17.0,40.6,"{'konsert_namn': 43, 'lokal_namn': 27, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 13}"
415,16.0,50.80000000000001,"{'konsert_namn': 42, 'lokal_namn': 29, 'konsert_biljettpris': 100, 'konserttyp_namn': 52, 'Producer': 36}"
416,16.0,48.60000000000001,"{'konsert_namn': 52, 'lokal_namn': 39, 'konsert_biljettpris': 0, 'konserttyp_namn': 64, 'Producer': 29}"
470,16.0,50.80000000000001,"{'konsert_namn': 42, 'lokal_namn': 29, 'konsert_biljettpris': 100, 'konserttyp_namn': 52, 'Producer': 36}"
471,16.0,48.60000000000001,"{'konsert_namn': 52, 'lokal_namn': 39, 'konsert_biljettpris': 0, 'konserttyp_namn': 64, 'Producer': 29}"
942,16.0,17.400000000000002,"{'konsert_namn': 24, 'lokal_namn': 0, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 0}"
946,16.0,38.50000000000001,"{'konsert_namn': 41, 'lokal_namn': 26, 'konsert_biljettpris': 65, 'konserttyp_namn': 52, 'Producer': 0}"
947,16.0,32.6,"{'konsert_namn': 35, 'lokal_namn': 17, 'konsert_biljettpris': 0, 'konserttyp_namn': 64, 'Producer': 27}"
962,16.0,62.800000000000004,"{'konsert_namn': 36, 'lokal_namn': 60, 'konsert_biljettpris': 100, 'konserttyp_namn': 78, 'Producer': 33}"
1012,16.0,51.1,"{'konsert_namn': 40, 'lokal_namn': 60, 'konsert_biljettpris': 100, 'konserttyp_namn': 11, 'Producer': 0}"
40,18.0,36.00000000000001,"{'konsert_namn': 26, 'lokal_namn': 22, 'konsert_biljettpris': 26, 'konserttyp_namn': 76, 'Producer': 33}"
44,18.0,27.8,"{'konsert_namn': 14, 'lokal_namn': 36, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 0}"
414,18.0,57.199999999999996,"{'konsert_namn': 35, 'lokal_namn': 67, 'konsert_biljettpris': 18, 'konserttyp_namn': 80, 'Producer': 33}"
469,18.0,57.199999999999996,"{'konsert_namn': 35, 'lokal_namn': 67, 'konsert_biljettpris': 18, 'konserttyp_namn': 80, 'Producer': 33}"
4,19.0,61.800000000000004,"{'konsert_namn': 33, 'lokal_namn': 60, 'konsert_biljettpris': 100, 'konserttyp_namn': 22, 'Producer': 62}"
7,19.0,38.8,"{'konsert_namn': 35, 'lokal_namn': 29, 'konsert_biljettpris': 0, 'konserttyp_namn': 74, 'Producer': 29}"
23,20.0,49.699999999999996,"{'konsert_namn': 62, 'lokal_namn': 20, 'konsert_biljettpris': 43, 'konserttyp_namn': 72, 'Producer': 27}"
41,19.0,72.39999999999999,"{'konsert_namn': 42, 'lokal_namn': 100, 'konsert_biljettpris': 100, 'konserttyp_namn': 56, 'Producer': 0}"
402,19.0,56.1,"{'konsert_namn': 11, 'lokal_namn': 100, 'konsert_biljettpris': 71, 'konserttyp_namn': 46, 'Producer': 0}"
457,19.0,56.1,"{'konsert_namn': 11, 'lokal_namn': 100, 'konsert_biljettpris': 71, 'konserttyp_namn': 46, 'Producer': 0}"
660,19.0,76.00000000000001,"{'konsert_namn': 48, 'lokal_namn': 100, 'konsert_biljettpris': 94, 'konserttyp_namn': 24, 'Producer': 25}"
998,19.0,41.0,"{'konsert_namn': 27, 'lokal_namn': 32, 'konsert_biljettpris': 100, 'konserttyp_namn': 74, 'Producer': 0}"
1003,19.0,40.0,"{'konsert_namn': 33, 'lokal_namn': 25, 'konsert_biljettpris': 10, 'konserttyp_namn': 100, 'Producer': 29}"
401,21.0,60.400000000000006,"{'konsert_namn': 87, 'lokal_namn': 32, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 14}"
456,21.0,60.400000000000006,"{'konsert_namn': 87, 'lokal_namn': 32, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 14}"
652,23.0,75.4,"{'konsert_namn': 30, 'lokal_namn': 88, 'konsert_biljettpris': 0, 'konserttyp_namn': 82, 'Producer': 100}"
959,22.0,53.599999999999994,"{'konsert_namn': 81, 'lokal_namn': 16, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 24}"
968,22.0,50.5,"{'konsert_namn': 64, 'lokal_namn': 26, 'konsert_biljettpris': 25, 'konserttyp_namn': 56, 'Producer': 32}"
5,28.0,75.60000000000001,"{'konsert_namn': 42, 'lokal_namn': 89, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 16}"
25,28.0,73.4,"{'konsert_namn': 40, 'lokal_namn': 89, 'konsert_biljettpris': 100, 'konserttyp_namn': 86, 'Producer': 16}"
78,28.0,71.0,"{'konsert_namn': 42, 'lokal_namn': 89, 'konsert_biljettpris': 86, 'konserttyp_namn': 100, 'Producer': 0}"
404,28.0,64.0,"{'konsert_namn': 46, 'lokal_namn': 89, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
439,28.0,62.8,"{'konsert_namn': 43, 'lokal_namn': 89, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
459,28.0,64.0,"{'konsert_namn': 46, 'lokal_namn': 89, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
494,28.0,62.8,"{'konsert_namn': 43, 'lokal_namn': 89, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
943,28.0,77.60000000000001,"{'konsert_namn': 42, 'lokal_namn': 89, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 26}"
948,28.0,42.7,"{'konsert_namn': 45, 'lokal_namn': 48, 'konsert_biljettpris': 0, 'konserttyp_namn': 55, 'Producer': 0}"
949,28.0,47.00000000000001,"{'konsert_namn': 41, 'lokal_namn': 55, 'konsert_biljettpris': 0, 'konserttyp_namn': 56, 'Producer': 15}"
951,28.0,78.0,"{'konsert_namn': 51, 'lokal_namn': 94, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 0}"
955,27.0,70.6,"{'konsert_namn': 39, 'lokal_namn': 100, 'konsert_biljettpris': 64, 'konserttyp_namn': 36, 'Producer': 25}"
966,27.0,70.6,"{'konsert_namn': 39, 'lokal_namn': 100, 'konsert_biljettpris': 64, 'konserttyp_namn': 36, 'Producer': 25}"
1002,27.0,67.0,"{'konsert_namn': 44, 'lokal_namn': 100, 'konsert_biljettpris': 64, 'konserttyp_namn': 30, 'Producer': 0}"
24,29.0,65.6,"{'konsert_namn': 60, 'lokal_namn': 60, 'konsert_biljettpris': 76, 'konserttyp_namn': 100, 'Producer': 0}"
953,29.0,57.2,"{'konsert_namn': 42, 'lokal_namn': 57, 'konsert_biljettpris': 76, 'konserttyp_namn': 100, 'Producer': 0}"
1000,29.0,61.6,"{'konsert_namn': 42, 'lokal_namn': 52, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 20}"
669,33.0,41.2,"{'konsert_namn': 19, 'lokal_namn': 62, 'konsert_biljettpris': 0, 'konserttyp_namn': 88, 'Producer': 0}"
670,32.0,26.6,"{'konsert_namn': 32, 'lokal_namn': 0, 'konsert_biljettpris': 0, 'konserttyp_namn': 62, 'Producer': 38}"
673,32.0,31.800000000000004,"{'konsert_namn': 30, 'lokal_namn': 24, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 12}"
53,34.0,38.800000000000004,"{'konsert_namn': 21, 'lokal_namn': 27, 'konsert_biljettpris': 100, 'konserttyp_namn': 18, 'Producer': 39}"
975,34.0,30.8,"{'konsert_namn': 22, 'lokal_namn': 25, 'konsert_biljettpris': 100, 'konserttyp_namn': 20, 'Producer': 0}"
51,39.0,49.400000000000006,"{'konsert_namn': 42, 'lokal_namn': 47, 'konsert_biljettpris': 83, 'konserttyp_namn': 55, 'Producer': 0}"
642,39.0,45.6,"{'konsert_namn': 40, 'lokal_namn': 47, 'konsert_biljettpris': 0, 'konserttyp_namn': 56, 'Producer': 26}"
643,39.0,30.7,"{'konsert_namn': 26, 'lokal_namn': 23, 'konsert_biljettpris': 0, 'konserttyp_namn': 69, 'Producer': 21}"
644,39.0,50.2,"{'konsert_namn': 44, 'lokal_namn': 62, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 0}"
647,39.0,42.300000000000004,"{'konsert_namn': 47, 'lokal_namn': 25, 'konsert_biljettpris': 0, 'konserttyp_namn': 69, 'Producer': 33}"
648,38.0,29.900000000000002,"{'konsert_namn': 46, 'lokal_namn': 0, 'konsert_biljettpris': 0, 'konserttyp_namn': 55, 'Producer': 30}"
911,39.0,51.10000000000001,"{'konsert_namn': 42, 'lokal_namn': 59, 'konsert_biljettpris': 40, 'konserttyp_namn': 67, 'Producer': 0}"
913,38.0,69.4,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 64, 'konserttyp_namn': 22, 'Producer': 0}"
916,38.0,41.900000000000006,"{'konsert_namn': 44, 'lokal_namn': 32, 'konsert_biljettpris': 0, 'konserttyp_namn': 53, 'Producer': 31}"
917,38.0,31.4,"{'konsert_namn': 23, 'lokal_namn': 32, 'konsert_biljettpris': 0, 'konserttyp_namn': 30, 'Producer': 32}"
967,38.0,74.39999999999999,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 26, 'konserttyp_namn': 62, 'Producer': 24}"
83,40.0,57.9,"{'konsert_namn': 58, 'lokal_namn': 31, 'konsert_biljettpris': 100, 'konserttyp_namn': 69, 'Producer': 27}"
84,41.0,58.4,"{'konsert_namn': 23, 'lokal_namn': 32, 'konsert_biljettpris': 100, 'konserttyp_namn': 64, 'Producer': 100}"
912,41.0,70.0,"{'konsert_namn': 56, 'lokal_namn': 94, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
918,41.0,63.8,"{'konsert_namn': 67, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 70, 'Producer': 100}"
944,41.0,70.0,"{'konsert_namn': 56, 'lokal_namn': 94, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
954,41.0,78.6,"{'konsert_namn': 56, 'lokal_namn': 69, 'konsert_biljettpris': 0, 'konserttyp_namn': 86, 'Producer': 100}"
52,44.0,60.6,"{'konsert_namn': 40, 'lokal_namn': 60, 'konsert_biljettpris': 76, 'konserttyp_namn': 100, 'Producer': 15}"
438,44.0,75.8,"{'konsert_namn': 79, 'lokal_namn': 60, 'konsert_biljettpris': 50, 'konserttyp_namn': 100, 'Producer': 26}"
493,44.0,75.8,"{'konsert_namn': 79, 'lokal_namn': 60, 'konsert_biljettpris': 50, 'konserttyp_namn': 100, 'Producer': 26}"
914,44.0,74.8,"{'konsert_namn': 26, 'lokal_namn': 85, 'konsert_biljettpris': 76, 'konserttyp_namn': 100, 'Producer': 64}"
970,44.0,64.0,"{'konsert_namn': 47, 'lokal_namn': 32, 'konsert_biljettpris': 76, 'konserttyp_namn': 100, 'Producer': 74}"
50,47.0,43.7,"{'konsert_namn': 44, 'lokal_namn': 32, 'konsert_biljettpris': 42, 'konserttyp_namn': 61, 'Producer': 15}"
80,46.0,49.30000000000001,"{'konsert_namn': 79, 'lokal_namn': 0, 'konsert_biljettpris': 68, 'konserttyp_namn': 61, 'Producer': 24}"
85,46.0,52.7,"{'konsert_namn': 68, 'lokal_namn': 37, 'konsert_biljettpris': 26, 'konserttyp_namn': 61, 'Producer': 10}"
956,46.0,31.900000000000002,"{'konsert_namn': 38, 'lokal_namn': 0, 'konsert_biljettpris': 63, 'konserttyp_namn': 56, 'Producer': 24}"
971,46.0,68.10000000000001,"{'konsert_namn': 38, 'lokal_namn': 100, 'konsert_biljettpris': 26, 'konserttyp_namn': 55, 'Producer': 24}"
957,50.0,31.900000000000002,"{'konsert_namn': 38, 'lokal_namn': 0, 'konsert_biljettpris': 63, 'konserttyp_namn': 56, 'Producer': 24}"
972,50.0,68.10000000000001,"{'konsert_namn': 38, 'lokal_namn': 100, 'konsert_biljettpris': 26, 'konserttyp_namn': 55, 'Producer': 24}"
1028,52.0,66.6,"{'konsert_namn': 100, 'lokal_namn': 36, 'konsert_biljettpris': 0, 'konserttyp_namn': 82, 'Producer': 20}"
1032,53.0,34.900000000000006,"{'konsert_namn': 30, 'lokal_namn': 32, 'konsert_biljettpris': 0, 'konserttyp_namn': 21, 'Producer': 40}"
1033,52.0,23.7,"{'konsert_namn': 15, 'lokal_namn': 21, 'konsert_biljettpris': 0, 'konserttyp_namn': 33, 'Producer': 30}"
55,55.0,73.4,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 0, 'konserttyp_namn': 62, 'Producer': 32}"
57,56.0,38.0,"{'konsert_namn': 45, 'lokal_namn': 0, 'konsert_biljettpris': 0, 'konserttyp_namn': 0, 'Producer': 100}"
568,55.0,46.800000000000004,"{'konsert_namn': 56, 'lokal_namn': 33, 'konsert_biljettpris': 0, 'konserttyp_namn': 62, 'Producer': 25}"
676,55.0,44.400000000000006,"{'konsert_namn': 64, 'lokal_namn': 22, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
910,56.0,40.400000000000006,"{'konsert_namn': 26, 'lokal_namn': 42, 'konsert_biljettpris': 0, 'konserttyp_namn': 64, 'Producer': 34}"
931,55.0,38.7,"{'konsert_namn': 49, 'lokal_namn': 33, 'konsert_biljettpris': 0, 'konserttyp_namn': 59, 'Producer': 0}"
933,55.0,73.6,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 25}"
934,56.0,50.4,"{'konsert_namn': 38, 'lokal_namn': 43, 'konsert_biljettpris': 54, 'konserttyp_namn': 62, 'Producer': 32}"
939,56.0,46.5,"{'konsert_namn': 55, 'lokal_namn': 42, 'konsert_biljettpris': 0, 'konserttyp_namn': 47, 'Producer': 15}"
958,56.0,42.0,"{'konsert_namn': 28, 'lokal_namn': 0, 'konsert_biljettpris': 38, 'konserttyp_namn': 70, 'Producer': 100}"
973,54.0,68.10000000000001,"{'konsert_namn': 38, 'lokal_namn': 100, 'konsert_biljettpris': 26, 'konserttyp_namn': 55, 'Producer': 24}"
1029,56.0,66.69999999999999,"{'konsert_namn': 37, 'lokal_namn': 43, 'konsert_biljettpris': 83, 'konserttyp_namn': 64, 'Producer': 100}"
1031,55.0,74.5,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 70, 'konserttyp_namn': 67, 'Producer': 0}"
56,57.0,67.4,"{'konsert_namn': 59, 'lokal_namn': 64, 'konsert_biljettpris': 100, 'konserttyp_namn': 82, 'Producer': 0}"
86,60.0,73.80000000000001,"{'konsert_namn': 22, 'lokal_namn': 94, 'konsert_biljettpris': 0, 'konserttyp_namn': 74, 'Producer': 100}"
584,57.0,55.400000000000006,"{'konsert_namn': 41, 'lokal_namn': 53, 'konsert_biljettpris': 44, 'konserttyp_namn': 100, 'Producer': 17}"
915,58.0,50.00000000000001,"{'konsert_namn': 31, 'lokal_namn': 41, 'konsert_biljettpris': 100, 'konserttyp_namn': 58, 'Producer': 27}"
940,58.0,58.00000000000001,"{'konsert_namn': 96, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 96, 'Producer': 0}"
938,62.0,63.900000000000006,"{'konsert_namn': 24, 'lokal_namn': 79, 'konsert_biljettpris': 0, 'konserttyp_namn': 27, 'Producer': 100}"
616,66.0,42.10000000000001,"{'konsert_namn': 47, 'lokal_namn': 24, 'konsert_biljettpris': 21, 'konserttyp_namn': 48, 'Producer': 34}"
617,66.0,48.199999999999996,"{'konsert_namn': 47, 'lokal_namn': 40, 'konsert_biljettpris': 0, 'konserttyp_namn': 74, 'Producer': 30}"
650,65.0,40.900000000000006,"{'konsert_namn': 32, 'lokal_namn': 38, 'konsert_biljettpris': 21, 'konserttyp_namn': 58, 'Producer': 25}"
937,65.0,62.900000000000006,"{'konsert_namn': 19, 'lokal_namn': 85, 'konsert_biljettpris': 76, 'konserttyp_namn': 57, 'Producer': 40}"
6,68.0,69.8,"{'konsert_namn': 100, 'lokal_namn': 30, 'konsert_biljettpris': 100, 'konserttyp_namn': 78, 'Producer': 0}"
42,68.0,67.9,"{'konsert_namn': 87, 'lokal_namn': 32, 'konsert_biljettpris': 100, 'konserttyp_namn': 57, 'Producer': 23}"
54,68.0,64.9,"{'konsert_namn': 94, 'lokal_namn': 30, 'konsert_biljettpris': 100, 'konserttyp_namn': 53, 'Producer': 0}"
58,68.0,68.2,"{'konsert_namn': 100, 'lokal_namn': 30, 'konsert_biljettpris': 100, 'konserttyp_namn': 62, 'Producer': 0}"
81,68.0,39.0,"{'konsert_namn': 27, 'lokal_namn': 30, 'konsert_biljettpris': 100, 'konserttyp_namn': 62, 'Producer': 0}"
945,68.0,69.8,"{'konsert_namn': 100, 'lokal_namn': 30, 'konsert_biljettpris': 100, 'konserttyp_namn': 78, 'Producer': 0}"
1001,68.0,61.7,"{'konsert_namn': 100, 'lokal_namn': 30, 'konsert_biljettpris': 57, 'konserttyp_namn': 40, 'Producer': 0}"
71,70.0,55.4,"{'konsert_namn': 50, 'lokal_namn': 42, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 43}"
428,71.0,37.60000000000001,"{'konsert_namn': 22, 'lokal_namn': 26, 'konsert_biljettpris': 100, 'konserttyp_namn': 52, 'Producer': 16}"
483,71.0,37.60000000000001,"{'konsert_namn': 22, 'lokal_namn': 26, 'konsert_biljettpris': 100, 'konserttyp_namn': 52, 'Producer': 16}"
926,71.0,28.0,"{'konsert_namn': 70, 'lokal_namn': 0, 'konsert_biljettpris': 0, 'konserttyp_namn': 0, 'Producer': 0}"
927,70.0,78.8,"{'konsert_namn': 47, 'lokal_namn': 100, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 0}"
930,70.0,55.6,"{'konsert_namn': 100, 'lokal_namn': 39, 'konsert_biljettpris': 0, 'konserttyp_namn': 0, 'Producer': 0}"
702,73.0,40.5,"{'konsert_namn': 52, 'lokal_namn': 22, 'konsert_biljettpris': 0, 'konserttyp_namn': 69, 'Producer': 20}"
902,73.0,68.6,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 26, 'konserttyp_namn': 52, 'Producer': 0}"
909,73.0,47.80000000000001,"{'konsert_namn': 44, 'lokal_namn': 29, 'konsert_biljettpris': 46, 'konserttyp_namn': 78, 'Producer': 31}"
928,73.0,72.9,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 30, 'konserttyp_namn': 27, 'Producer': 32}"
59,75.0,10.0,"{'konsert_namn': 0, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 0, 'Producer': 0}"
62,75.0,55.0,"{'konsert_namn': 61, 'lokal_namn': 32, 'konsert_biljettpris': 100, 'konserttyp_namn': 78, 'Producer': 0}"
63,75.0,56.099999999999994,"{'konsert_namn': 62, 'lokal_namn': 30, 'konsert_biljettpris': 100, 'konserttyp_namn': 69, 'Producer': 12}"
64,75.0,39.400000000000006,"{'konsert_namn': 32, 'lokal_namn': 26, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 42}"
562,74.0,73.8,"{'konsert_namn': 67, 'lokal_namn': 64, 'konsert_biljettpris': 29, 'konserttyp_namn': 33, 'Producer': 76}"
700,75.0,58.400000000000006,"{'konsert_namn': 96, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 0}"
903,74.0,62.39999999999999,"{'konsert_namn': 31, 'lokal_namn': 79, 'konsert_biljettpris': 78, 'konserttyp_namn': 78, 'Producer': 14}"
904,76.0,73.60000000000001,"{'konsert_namn': 52, 'lokal_namn': 100, 'konsert_biljettpris': 64, 'konserttyp_namn': 64, 'Producer': 0}"
908,75.0,69.2,"{'konsert_namn': 96, 'lokal_namn': 52, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
976,74.0,49.3,"{'konsert_namn': 21, 'lokal_namn': 59, 'konsert_biljettpris': 67, 'konserttyp_namn': 78, 'Producer': 14}"
980,75.0,10.0,"{'konsert_namn': 0, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 0, 'Producer': 0}"
981,75.0,55.0,"{'konsert_namn': 61, 'lokal_namn': 32, 'konsert_biljettpris': 100, 'konserttyp_namn': 78, 'Producer': 0}"
982,75.0,58.80000000000001,"{'konsert_namn': 46, 'lokal_namn': 48, 'konsert_biljettpris': 100, 'konserttyp_namn': 52, 'Producer': 30}"
983,75.0,60.599999999999994,"{'konsert_namn': 26, 'lokal_namn': 81, 'konsert_biljettpris': 100, 'konserttyp_namn': 30, 'Producer': 24}"
74,77.0,42.400000000000006,"{'konsert_namn': 24, 'lokal_namn': 39, 'konsert_biljettpris': 100, 'konserttyp_namn': 36, 'Producer': 18}"
76,77.0,26.8,"{'konsert_namn': 29, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 32, 'Producer': 10}"
77,77.0,27.200000000000003,"{'konsert_namn': 25, 'lokal_namn': 34, 'konsert_biljettpris': 0, 'konserttyp_namn': 36, 'Producer': 0}"
581,77.0,50.8,"{'konsert_namn': 29, 'lokal_namn': 45, 'konsert_biljettpris': 100, 'konserttyp_namn': 38, 'Producer': 37}"
661,77.0,36.400000000000006,"{'konsert_namn': 18, 'lokal_namn': 40, 'konsert_biljettpris': 100, 'konserttyp_namn': 32, 'Producer': 0}"
662,77.0,38.800000000000004,"{'konsert_namn': 23, 'lokal_namn': 41, 'konsert_biljettpris': 100, 'konserttyp_namn': 32, 'Producer': 0}"
663,77.0,10.0,"{'konsert_namn': 0, 'lokal_namn': 0, 'konsert_biljettpris': 100, 'konserttyp_namn': 0, 'Producer': 0}"
38,78.0,31.800000000000004,"{'konsert_namn': 53, 'lokal_namn': 9, 'konsert_biljettpris': 0, 'konserttyp_namn': 70, 'Producer': 0}"
39,78.0,38.6,"{'konsert_namn': 44, 'lokal_namn': 28, 'konsert_biljettpris': 0, 'konserttyp_namn': 64, 'Producer': 17}"
72,78.0,53.0,"{'konsert_namn': 55, 'lokal_namn': 10, 'konsert_biljettpris': 0, 'konserttyp_namn': 78, 'Producer': 96}"
582,78.0,32.0,"{'konsert_namn': 30, 'lokal_namn': 14, 'konsert_biljettpris': 0, 'konserttyp_namn': 70, 'Producer': 37}"
664,78.0,41.0,"{'konsert_namn': 17, 'lokal_namn': 32, 'konsert_biljettpris': 74, 'konserttyp_namn': 78, 'Producer': 31}"
704,78.0,61.199999999999996,"{'konsert_namn': 43, 'lokal_namn': 79, 'konsert_biljettpris': 0, 'konserttyp_namn': 48, 'Producer': 38}"
924,78.0,36.6,"{'konsert_namn': 30, 'lokal_namn': 43, 'konsert_biljettpris': 0, 'konserttyp_namn': 12, 'Producer': 31}"
45,79.0,72.4,"{'konsert_namn': 49, 'lokal_namn': 79, 'konsert_biljettpris': 72, 'konserttyp_namn': 78, 'Producer': 31}"
436,79.0,67.30000000000001,"{'konsert_namn': 47, 'lokal_namn': 79, 'konsert_biljettpris': 91, 'konserttyp_namn': 78, 'Producer': 0}"
491,79.0,67.30000000000001,"{'konsert_namn': 47, 'lokal_namn': 79, 'konsert_biljettpris': 91, 'konserttyp_namn': 78, 'Producer': 0}"
684,79.0,35.6,"{'konsert_namn': 47, 'lokal_namn': 17, 'konsert_biljettpris': 0, 'konserttyp_namn': 100, 'Producer': 0}"
919,79.0,41.6,"{'konsert_namn': 78, 'lokal_namn': 0, 'konsert_biljettpris': 0, 'konserttyp_namn': 58, 'Producer': 23}"
977,79.0,68.8,"{'konsert_namn': 56, 'lokal_namn': 79, 'konsert_biljettpris': 70, 'konserttyp_namn': 78, 'Producer': 0}"
1,81.0,39.199999999999996,"{'konsert_namn': 13, 'lokal_namn': 44, 'konsert_biljettpris': 100, 'konserttyp_namn': 64, 'Producer': 0}"
2,81.0,49.2,"{'konsert_namn': 25, 'lokal_namn': 48, 'konsert_biljettpris': 100, 'konserttyp_namn': 100, 'Producer': 0}"
35,80.0,58.00000000000001,"{'konsert_namn': 58, 'lokal_namn': 41, 'konsert_biljettpris': 89, 'konserttyp_namn': 55, 'Producer': 20}"
510,81.0,43.800000000000004,"{'konsert_namn': 13, 'lokal_namn': 48, 'konsert_biljettpris': 100, 'konserttyp_namn': 64, 'Producer': 15}"
543,80.0,67.7,"{'konsert_namn': 67, 'lokal_namn': 64, 'konsert_biljettpris': 35, 'konserttyp_namn': 78, 'Producer': 20}"
